customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9154-C838,Male,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,24.74951588516813,394.37903356731385,Yes
9110-B742,Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),24.73034613947309,1455.9599032482593,Yes
4840-A317,Male,0,Yes,No,53,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,94.85774295574339,5025.321307146586,No
1502-C497,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),98.4167969338649,878.7875352830381,Yes
7938-A306,Female,1,Yes,Yes,24,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,109.72291021129841,2646.348232098374,No
6134-B653,Male,0,No,No,17,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),95.84007804848758,1643.2484138355921,Yes
8035-A790,Male,1,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),42.407322700901666,2677.158152322462,No
1863-C340,Female,0,Yes,Yes,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,115.6045607091332,6722.045297776516,No
9755-A195,Male,0,No,No,26,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),45.10747448133472,1196.7583146829932,No
7019-B584,Female,0,No,No,57,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.33508324161063,5224.567759250686,No
8574-C848,Male,0,No,Yes,60,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,71.45220510022271,4282.440750397648,No
2678-C640,Male,0,Yes,Yes,70,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),30.541972939723628,2113.7489919835575,No
2059-A259,Female,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),111.42646797333407,4687.339693106574,Yes
4157-D677,Female,0,No,No,10,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,77.33658681783368,777.6344409893902,No
3693-D127,Male,0,Yes,Yes,4,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),27.477515607426177,110.99944781614425,No
4627-D897,Male,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,56.77726623208572,3233.9851929550414,No
6450-D605,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,95.13218468396165,3628.5297114059663,No
6592-C289,Male,1,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.40122396973484,3763.3934301394197,No
8392-A476,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.71127603206833,788.8342016424607,Yes
2306-B732,Female,0,No,Yes,18,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),75.47675539185856,1375.9188108273984,Yes
6864-C458,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,49.29071269863532,2909.653818631075,No
9901-D510,Female,1,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),71.24059099806661,1783.8570000347038,No
5413-A324,Male,0,Yes,Yes,24,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.20578391215372,1193.0813447280973,No
1663-C926,Male,0,Yes,No,14,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),68.12605957732674,963.8097037077742,No
2495-A791,Male,0,No,Yes,20,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),102.88744884502484,2070.461545795948,Yes
6232-B596,Female,0,No,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.5576906314527,1827.2970046449004,No
7585-D367,Male,0,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.42979150514557,614.2177647683128,No
4581-C485,Female,0,Yes,No,43,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),33.82717494060617,1438.4744029906265,No
8554-A712,Female,0,Yes,No,5,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.85658006405373,511.8797951804578,No
4696-D180,Male,0,Yes,Yes,22,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.96325157993907,1319.9835267612145,Yes
1698-A101,Female,1,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,92.59582179645211,3528.7932370855456,No
5737-D665,Male,0,No,Yes,72,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),21.341533757502425,1534.1852961432655,Yes
1854-A835,Male,0,No,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),32.95795299078595,570.911369047046,No
8392-A502,Female,1,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.42947262476991,2953.0412062874593,No
6249-A783,Male,0,Yes,No,35,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,90.64052503988574,3177.154039574611,No
6791-B515,Female,0,No,No,27,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,97.43252379751272,2639.3685240827685,No
5931-C302,Female,0,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.87306056944723,5216.842145850313,No
5218-A866,Female,0,No,Yes,57,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),94.29663784555235,5363.492025085636,No
5389-D936,Male,0,No,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),34.90809931534554,1285.9103121725327,No
3931-B297,Female,0,Yes,No,43,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,84.39648755236217,3620.721639173989,No
8125-C610,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),60.991889510352536,73.09827823195586,No
7287-A300,Male,0,No,Yes,72,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),110.19470209491726,7942.644638012946,No
5282-B563,Female,0,No,Yes,34,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),80.08611203226047,2702.62335390527,Yes
1659-D502,Female,0,No,Yes,0,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,72.68768723866523,1.7883306637564158,No
2986-C246,Male,0,No,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),76.36526796098187,3418.579371176845,No
3911-C919,Female,0,No,No,59,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,101.79755023322367,5995.216231444491,No
9680-A739,Female,0,Yes,No,62,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),19.383021560764128,1210.067578060922,Yes
7694-B971,Female,0,No,Yes,44,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,104.70694434780695,4589.8625613001905,No
5736-C572,Male,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.18329711807263,1172.6226269126255,No
6534-B397,Female,1,No,No,36,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,76.80747416182857,2754.8281585533346,No
1262-D243,Male,1,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),68.76059103620108,396.7139636235902,No
9815-A671,Male,0,Yes,Yes,15,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,55.470434372319865,817.8540235952365,No
3049-A403,Female,0,Yes,No,49,Yes,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,31.18634772006589,1527.5698375656532,No
5548-A259,Female,0,Yes,No,13,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),30.719184000262707,382.5017187459351,Yes
8158-A332,Male,0,Yes,No,5,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,92.83694229179548,461.6945589986117,Yes
4170-C915,Male,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.656350769281403,1779.4719403483411,Yes
3255-C503,Female,0,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,87.31902801277204,1753.8995816335148,No
7295-B219,Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,117.77577895168844,1069.2753002495372,No
2648-D519,Female,0,Yes,No,31,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,86.77972654021718,2676.4093649536107,No
5199-D353,Male,1,Yes,Yes,5,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),25.80885526620431,115.80635464944925,No
3557-A198,Female,0,No,Yes,1,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,72.72693524900228,58.931231437488535,Yes
3200-A995,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,102.11108128709506,3888.1296856817235,No
5973-B805,Female,0,Yes,No,48,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,114.18835692063273,5484.496962589838,No
3869-C819,Female,0,Yes,No,26,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,91.37941421971823,2372.332838823265,No
1956-A260,Male,0,No,Yes,55,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,49.37151829898916,2703.513005938751,No
6699-A497,Female,0,Yes,No,13,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),43.491437128847295,566.9415333679094,No
5911-D603,Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),97.02393796707595,2148.214917702302,No
7015-D234,Male,0,No,No,50,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),94.66167885365002,4746.121026908741,No
2218-A739,Male,0,No,Yes,24,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.13161232694094,1596.4263349422722,Yes
5555-C982,Male,0,No,Yes,52,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),26.974623658308268,1413.3909545752945,No
4446-B849,Female,0,No,No,10,Yes,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),85.78976516283491,843.0342853904447,No
2693-B329,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.58996586465257,2634.0359310255035,Yes
4436-C537,Male,0,No,No,54,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,19.441650114589866,1044.6486585045425,No
6895-C126,Male,0,No,No,57,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.81361727597564,4723.039208345324,Yes
1225-A897,Female,0,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.55400844438996,2104.0938771410474,No
8022-D580,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,101.24597021069378,3645.88383742364,No
8996-D758,Female,1,No,No,8,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,85.94448950454094,676.7468003413273,No
8683-C291,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),23.4450869480597,634.7372134710587,Yes
8679-A271,Male,0,No,No,54,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),71.69849960235396,3858.5460758180543,No
3205-A145,Female,0,Yes,No,45,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,99.19163989556054,4459.646424006905,No
4444-B198,Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),101.66368864082933,7014.831375213395,No
2060-D448,Female,0,No,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),26.830910567577483,695.1017672357765,Yes
1301-A706,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),26.179766474422124,244.06675997219742,No
4170-D215,Male,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),96.13724105522583,2092.4303890755773,No
1190-A260,Female,0,No,Yes,20,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,41.631752617957375,834.3813003406439,Yes
4327-C227,Male,0,No,Yes,44,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,77.94980459583164,3421.489201790046,No
2816-B834,Female,1,No,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,79.43884806798192,164.7869731552766,No
7709-B422,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,81.54606101899486,4729.977547616942,No
2895-B891,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),52.20643878032389,2203.5493000471074,No
8455-C953,Male,0,Yes,No,6,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,22.26001732698045,131.23146504371735,No
2686-B738,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),72.26692193033554,1891.2822847830685,No
1154-B485,Female,0,Yes,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,70.00836297451693,4272.076426796576,No
1784-D492,Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),61.780658750078764,2520.0742762879554,No
8343-C576,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,46.34348381452861,130.8964455060042,No
6801-C637,Male,0,Yes,Yes,61,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,102.97587924576504,6275.662430463328,No
6986-B507,Male,0,No,Yes,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),55.44468015619094,389.2590566179566,No
9716-D605,Female,0,No,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),30.993320582999505,504.8908682016258,No
3950-A135,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,94.44106223321394,383.8718779320583,Yes
5780-D420,Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.19604446857537,5102.80111798363,No
7655-B499,Male,0,No,Yes,8,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),49.31990176849174,387.0950600405682,No
7002-C242,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),33.43965122828202,242.9009624196668,No
6919-C953,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),62.4364683368796,375.65846345502575,Yes
5146-A797,Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,24.876465643239627,903.4991343817786,Yes
1574-B224,Male,0,Yes,Yes,54,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,40.63726658190916,2179.6378849846205,No
7293-B669,Male,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),115.12848380480325,7603.004571623078,No
8509-A791,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,33.3747654799468,227.5151457689721,No
5777-B882,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),45.88549570612879,3107.5604662926144,Yes
3491-A363,Male,0,No,Yes,4,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,32.21651480830033,135.33121891758032,Yes
4124-D719,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,109.90617591551877,1754.208662076775,Yes
1004-C295,Male,0,Yes,No,57,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),111.1960240300951,6343.477105146545,No
5869-A983,Female,1,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.2267660834669,1492.277002939847,No
